title,authors,abstract,paper_url,github_url,github_stars,published_date,source,_normalized_at
Industrial Dexterity Benchmark: A Hardware-Software Benchmarking Platform for Industrial Dexterous Manipulation,"['Honglu He', 'Jacob Laufer', 'Zhiwu Zheng', 'David Elkan-gonzalez', 'Raman Goyal', 'Xinyi Li', 'Su Lu', 'Mishek Musa', 'Berke Saat', 'Nicolas Tan', 'Colm Prendergast']","Dexterous manipulation remains a critical bottleneck in industrial automation; tasks such as cable routing, connector insertion, and precision assembly still rely heavily on manual labor despite decades of robotics research. This work presents a progression from classical, modular robotics pipelines toward an end-to-end multimodal imitation-learning framework for industrial dexterous manipulation. As a part of this work, we introduce three key contributions: a set of Industrial Dexterity Benchma",http://arxiv.org/abs/2607.14021v1,,0,2026-07-15T16:54:28+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
How Artificial Intelligence LLM Engines Shape the Global Conflict Information Environment,['Jason Miklian'],"Artificial Intelligence (AI) answer engines now field a growing share of the questions that analysts, scholars, and the public ask about issues of peace and conflict. Large Language Models (LLMs) are known to hallucinate under certain conditions, but do these errors have discernible patterns when they are asked about conflicts, and if so what can that teach us about the changing global conflict information environment? To answer, we first asked a battery of questions about 28 conflicts to five l",http://arxiv.org/abs/2607.14197v1,,0,2026-07-15T16:42:43+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
Rethinking Penetration Testing for AI-Enabled Systems: From Resource Compromise to Behavioral Objective Violation,"['Mohammad Allahbakhsh', 'Mohammad Hassan Bahari', 'Moslem Attar-Raouf']","Penetration testing traditionally evaluates whether adversaries can exploit weaknesses in software, infrastructure, configurations, or operational controls to achieve security-relevant compromise. This paradigm remains necessary for AI-enabled systems, but it is no longer sufficient. In such systems, adversaries may influence prompts, retrieved content, sensor inputs, training data, memory, tools, or human-AI interaction loops to alter system behavior without directly compromising the underlying",http://arxiv.org/abs/2607.14006v1,,0,2026-07-15T16:36:54+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
The Dynamic Verifiable Multi-Agent Human Agentic Loyalty Loop (DVM-HALL) Model and the Net Human-Agent Score (NHAS) in Autonomous Commerce,"['Sai Srikanth Madugula', 'Peplluis Esteva de la Rosa', 'Daya Shankar']","The rapid proliferation of Agentic Artificial Intelligence fundamentally disrupts traditional customer loyalty paradigms. As AI evolves from passive recommendation algorithms to autonomous, goal-directed agents capable of executing purchasing decisions, the conventional understanding of consumer-brand relationships requires a structural reevaluation. By synthesizing extant literature across human-machine teaming, consumer decision-making, and algorithmic trust dynamics, we demonstrate that tradi",http://arxiv.org/abs/2607.13998v1,,0,2026-07-15T16:27:48+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
PRomop: A Decision-Ready Longitudinal Patient Health Record on the OMOP Common Data Model,"['Adam Blum', 'Louis Ferger-Andrews']","Objective: Health systems and biopharma face a persistent gap between storing patient data and acting on it. Records are fragmented across providers, structured for storage rather than decision-making, and each downstream application independently reconstructs patient clinical state. We present PRomop (PatientRecord on OMOP), an open-source longitudinal patient record designed to close that gap.
  Materials and Methods: PRomop extends the OMOP Common Data Model (CDM 5.4) with oncology extensions",http://arxiv.org/abs/2607.13947v1,,0,2026-07-15T15:38:39+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
A Self-Evolving Agent for Longitudinal Personal Health Management,"['Haoran Li', 'Jiebi Deng', 'Tong Jin', 'Jinghong Han', 'Yuxin Wang', 'Zexin Wang', 'Qingyi Si', 'Weikang Gong', 'Xiahai Zhuang', 'Jia You', 'Wei Cheng', 'Jianfeng Feng', 'Hongcheng Guo']","Personal health management unfolds over repeated encounters, yet most health AI systems treat each request in isolation. We developed HealthClaw, an open-source agent architecture that updates support as a person's routines, preferences, measurements and risks change. It separates shared safety rules and medical knowledge from private longitudinal memory containing profile facts, reusable procedures and episodic traces. After each episode, induction determines what should update the profile, rev",http://arxiv.org/abs/2607.13940v1,,0,2026-07-15T15:22:11+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
Pezego-HITL: A policy-grounded large language model architecture for agricultural extension in Ghana,"['Shunbao Li', 'Zhipeng Yuan', 'Amoako Ofori', 'Benedicta Y. Fosu-Mensah', 'Yang Li', 'Manu Kenchappa Junjanna', 'Qing Xue', 'Po Yang']","Large language models are increasingly deployed in agricultural decision-support settings, yet high-stakes crop protection in smallholder agriculture requires more than output-quality benchmarks. Over a two-year design and evaluation programme, we formalise policy-constrained large language model assessment as an adaptive compute allocation problem that jointly captures safety compliance, helpfulness, operational latency, and expert supervision workload. We introduce P-EVAL (Policy-grounded Expe",http://arxiv.org/abs/2607.13934v1,,0,2026-07-15T15:14:49+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
NNStar: An end-to-end AI agent for nuclear matter and neutron star physics,"['Yao Ma', 'Yong-Liang Ma', 'Jia-Ying Xiong']","Constraining the equation of state of dense matter requires confronting effective models with massive data that spans many orders of magnitude in scale, from sub-saturation nuclear matter properties to the masses, radii, and tidal deformabilities of neutron stars. Exploring the high-dimensional coupling space of such a model and fine tuning it against all of these constraints is a labor- and time-intensive task. We present \textsc{NNStar}, an end-to-end artificial-intelligence agent that automat",http://arxiv.org/abs/2607.13930v1,,0,2026-07-15T15:12:43+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
Plausible Deniability Guarantees for Whistleblowers,"['Leo Richter', 'Matt J. Kusner']","Whistleblowers are a key safeguard against organizational wrongdoing, but the threat of retaliation deters reporting. Existing whistleblower-protection proposals lack formal privacy guarantees, and existing differential privacy mechanisms do not directly target the natural threat model -- one in which the audited organization itself observes auditor selection decisions and uses them to identify reporters. We formalize protection against a strong-adversary threat model as per-report $(0, δ)$-diff",http://arxiv.org/abs/2607.13928v1,,0,2026-07-15T15:09:55+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
ExpressionCueLens: A Cross-Cultural Analysis of Human-AI Companion Conversations on Social Media,"['Lynnette Hui Xian Ng', 'Yunze Xiao', 'Lionel Z. Wang', 'Weihao Xuan', 'Mona Diab']","LLM-based AI companion agents are increasingly being perceived not only as tools but also as social companions. On social media, people recount conversations where these agents comfort, negotiate and assert boundaries, reflecting a growing attribution of human-like qualities. To profile how agency is perceived in human-AI (HAI) interactions, we introduce the ExpressionCueLens framework, which organizes linguistic, cognitive, behavioral and perceptual cues into ten categories of anthropomorphism ",http://arxiv.org/abs/2607.13924v1,,0,2026-07-15T15:05:41+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
Generative Compilation: On-the-Fly Compiler Feedback as AI Generates Code,"['Niels Mündler-Sasahara', 'Hristo Venev', 'Dawn Song', 'Martin Vechev', 'Jingxuan He']","Languages with rich static semantics, such as Rust, provide stronger guarantees for AI-generated code, but their strictness makes generation more difficult. Off-the-shelf compilers can provide useful feedback post-generation, but does not guide intermediate generation steps, such as those during autoregressive LLM decoding. Constrained decoding intervenes earlier by rejecting invalid tokens during sampling, but requires white-box model access and costly reimplementation for semantic constraints.",http://arxiv.org/abs/2607.13921v1,,0,2026-07-15T15:00:22+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
Epidemic Informatics and Control: A Holistic Approach from System Informatics to Epidemic Response and Risk Management in Public Health,"['Hui Yang', 'Siqi Zhang', 'Runsang Liu', 'Alexander Krall', 'Yidan Wang', 'Marta Ventura', 'Chris Deflitch']","This paper presents a holistic systems informatics approach, i.e., Define, Measure, Analyze, Improve, and Control (DMAIC), for epidemic response and management through the intensive use of data, statistics and optimization. Despite the sustained successes of system informatics in a variety of established industries such as manufacturing, logistics, services and beyond, there is a dearth of concentrated review and application of the data-driven DMAIC approach in the context of epidemic outbreaks.",http://arxiv.org/abs/2607.13914v1,,0,2026-07-15T14:54:09+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
AIMO Interpretability Challenge,"['Michal Štefánik', 'Philipp Mondorf', 'Andreas Waldis', 'Qianying Liu', 'Chuan Yang', 'Michal Spiegel', 'Josef Kuchař', 'Marek Kadlčík', 'Adam Vawda-Oomerjee', 'Chaoran Liu', 'Simon Frieder', 'Barbara Plank', 'Fazl Barez', 'Pontus Stenetorp']","We propose the AIMO Interpretability Challenge, a competition on distinguishing robust from spurious reasoning in frontier mathematical language models based on the models' internal mechanisms. The challenge is motivated by a central limitation of standard reasoning benchmarks: strong final-answer accuracy does not reveal whether a model relies on stable reasoning mechanisms or exploits brittle reasoning shortcuts. Building on AI Mathematical Olympiad (AIMO) problems and submissions, together wi",http://arxiv.org/abs/2607.13899v1,,0,2026-07-15T14:41:28+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
Feedback vertex sets in oriented graphs,['Simon Dreyer'],"For an oriented graph $G$, denote by $fvs(G)$ the minimum number of vertices whose deletion from $G$ makes it acyclic. We show that an oriented graph $G$ on $n$ vertices and $m$ arcs satisfies $fvs(G) \le \frac{2n+m+h}{9}$ where $h$ denotes the number of connected components of $G$ that belong to a special class of oriented graphs. This result has three consequences. First, when $G$ is planar, we obtain that $fvs(G) \le \frac{2n+m}{9}$. In particular, this implies that $fvs(G) \le \frac{5n-6}{9}",http://arxiv.org/abs/2607.13895v1,,0,2026-07-15T14:39:16+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
AI-Augmented Adaptive Digital Twin Modeling for Brain Tumor Evolution Prediction and Treatment Scheduling,"['Wenxi Liu', 'Michael Trimboli', 'Xianqi Li']","Brain tumor progression exhibits spatially heterogeneous growth, patient-specific treatment response, and complex interactions with surrounding anatomy, making accurate long-term prediction challenging. We propose an AI-augmented adaptive digital twin (DT) framework for brain tumor evolution prediction and treatment scheduling. The framework integrates an interpretable reaction--diffusion (RD) model, a 3D residual learning module for model-form correction, patient-specific DT updating during rec",http://arxiv.org/abs/2607.13877v1,,0,2026-07-15T14:26:14+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
